id,filerId,filingId,filerName,filingDate,departmentName,positionName,offices,periodStart,periodEnd,entityName,address,city,state,zip,businessType,description,natureOfInvestment,natureOfInvestment_OtherDescription,businessPosition,dateAcquired,dateDisposed,fairMarketValueScheduleA2,fairMarketValueScheduleA2AsRange,grossIncomeReceived,grossIncomeReceivedAsRange,incomeSources,realProperty_investmentType,realProperty_businessName,realProperty_parcelAddress,realProperty_descriptionOrCityOrLocation,realProperty_dateAcquired,realProperty_dateDisposed,realProperty_fairMarketValue,realProperty_fairMarketValueAsRange,realProperty_natureOfInterest,realProperty_natureOfInterest_LeaseYearsRemaining,realProperty_natureOfInterest_OtherDescription
84953d628938486fa77f47d67f25b9da,SFO-154004,191324189,"Bush, Larry",07/24/2020 12:52:40 PM,EOBCDH_Ethics Commission,,Commissioner - Ethics Commission,06/27/2019,06/25/2020,Larry Bush gifts/flowers,[REDACTED],San Francisco,CA,94114,Business Entity,resale flowers and antiques,Sole Proprietorship,,Owner,,,10000,"$10,001 - $100,000",1000,"$1,001 - $10,000",Heidi Becker,,,,,,,,,,,
28a0860bd4434e7a85432252a59ed298-1,SFO-154004,191324189,"Bush, Larry",07/24/2020 12:52:40 PM,EOBCDH_Ethics Commission,,Commissioner - Ethics Commission,06/27/2019,06/25/2020,CitiReport,[REDACTED],San Francisco,CA,94114,Business Entity,online publication,Sole Proprietorship,,president,,,10000,"$10,001 - $100,000",250,$0 - $499,,Real Property,Larry Bush 1996 Revocable Trust,[REDACTED],245 Diamond Street San Francisco CA,,,1000000,"Over $1,000,000",Property Ownership/Deed of Trust,,
dd905a61518940f5aa0c69524940e199-1,SFO-154004,191324189,"Bush, Larry",07/24/2020 12:52:40 PM,EOBCDH_Ethics Commission,,Commissioner - Ethics Commission,06/27/2019,06/25/2020,Larry E Bush 1996 Revocable Trust,[REDACTED],San Francisco,CA,94114,Trust,,Unset,,,,,,Unset,10000,"$10,001 - $100,000",Sam Shappelsokol|Elizabeth Sexton|Spencer Shimata|Getaround Inc,Real Property,"245A, 247 Diamond Street",[REDACTED],"245A, 247 Diamond San Francisco",,,1000000,"Over $1,000,000",Property Ownership/Deed of Trust,,
5ad38193195a490e96bad1393033f2b3,SFO-1273,191135914,"Makras, Victor",07/16/2020 12:08:28 PM,EOBCDH_Port Commission,,Commissioner - Port Commission,01/01/2020,07/04/2020,Victor G. Makras Inc.,[REDACTED],San Francisco,CA,94114,Business Entity,Real Estate,Other,stock,President,,,1000000,"Over $1,000,000",100000,"Over $100,000",,,,,,,,,,,,
46c2ea6e1a5d495fb7d0eb29925907f1,SFO-1122,191097157,"Lee, Frank",07/14/2020 10:04:01 PM,EOBCDH_Building Inspection Commission,Member,Commissioner - Building Inspection Commission,01/01/2020,02/20/2020,Frank Lee,[REDACTED],San Francisco,CA,94121,Business Entity,Architectural Consultant,Sole Proprietorship,,,,,10000,"$10,001 - $100,000",10000,"$10,001 - $100,000",IHA Engineers,,,,,,,,,,,
f08b143e55984538961bb9a0cce0ebe9-1,SFO-152809,191084116,"Christian, Susan",07/14/2020 01:52:11 PM,EOBCDH_Public Health Commission,,Commissioner - Public Health Commission,07/09/2019,07/07/2020,Susan Christian and Susan Salisbury Trust,[REDACTED],San Francisco,CA,94111,Trust,,Unset,,,,,,Unset,250,$0 - $499,,Real Property,"APN LOT 013, BLOCK 2608",[REDACTED],SAN FRANCISCO,,,1000000,"Over $1,000,000",Property Ownership/Deed of Trust,,
a808551d1fde4c98a5fb8b5b28bae13b,SFO-151773,190915336,"Jones, Susan",07/06/2020 01:05:24 PM,EOBCDH_Juvenile Probation Commission,Commissioner,Commissioner - Juvenile Probation Commission,01/01/2019,12/31/2019,DNA Ink,[REDACTED],San Francisco,CA,94115,Business Entity,Biotech advisory/consulting,Partnership,,Managing Partner,,,100000,"$100,001 - $1,000,000",10000,"$10,001 - $100,000",Halozyme|Biom'Up|Razor Genomics|PACT Pharma|Ambys,,,,,,,,,,,
aac4a138535c4c62b1cf2384d4c5eea7-1,SFO-154658,190648049,"Shaw, Robert",06/17/2020 11:05:05 AM,EOBCDH_Treasurer/Tax Collector Office of the,Chief Investment Officer,Chief Investment Officer - Treasurer/Tax Collector Office of the,01/01/2019,12/31/2019,Kah-Wah-ee Ski Co,[REDACTED],Juneau,AK,99801,Business Entity,Ownership of Rental Property,Partnership,,Limited Partner,,,1000000,"Over $1,000,000",10000,"$10,001 - $100,000",,Real Property,"Timber Ridge #1
Teton Village, WY ",[REDACTED],"Rent Property
Teton Village, WY",,,1000000,"Over $1,000,000",Property Ownership/Deed of Trust,,
4412e97bc7754218b31b561752418331,SFO-1665,190502828,"Mazzucco, Thomas",06/09/2020 11:25:19 AM,EOBCDH_Police Commission,Commissioner,Commissioner - Police Commission,01/01/2020,04/30/2020,"Murphy, Pearson, Bradley and Feeney",[REDACTED],San Francisco,Ca,94108,Business Entity,Law firm,Partnership,,Partner,,,100000,"$100,001 - $1,000,000",100000,"Over $100,000",,,,,,,,,,,,
68e234e3329442ab990df919f7dc21f9,SFO-155148,190487309,"Collins, Alison",06/08/2020 03:05:40 PM,EOBCDH_Board of Education,Member,Member - Board of Education,01/09/2019,12/31/2019,"Falcon Pacific, LLC",[REDACTED],San Francisco,CA,94109,Business Entity,Consulting,Other,LLC,Owner,,,1000000,"Over $1,000,000",100000,"Over $100,000","Urban Pacific Development, LLC",,,,,,,,,,,
5396380a103b4ddf8f1c159fd8034589,SFO-155148,190487309,"Collins, Alison",06/08/2020 03:05:40 PM,EOBCDH_Board of Education,Member,Member - Board of Education,01/09/2019,12/31/2019,Paul R Munford and Arna M Munford Revocable Trust,[REDACTED],San Francisco,CA,94109,Trust,,Unset,,,,,,Unset,250,$0 - $499,,,,,,,,,,,,
63f7df861c40452c91c7167f9d3de5c4-1,SFO-155375,190367230,"Foley, Chris",06/01/2020 11:08:23 PM,EOBCDH_Historic Preservation Commission,Commissioner,Commissioner - Historic Preservation Commission,01/01/2019,12/31/2019,65 Ocean LLC,[REDACTED],San Francisco,CA,94107,Business Entity,Real Estate,Other,Membership,,,,100000,"$100,001 - $1,000,000",250,$0 - $499,,Real Property,"1108 Pacific Ave., San Francisco, CA 94133",[REDACTED],"San Francisco, CA",,,100000,"$100,001 - $1,000,000",Property Ownership/Deed of Trust,,
fd45e28ff1d74b8d806ad095f9fe673b-1,SFO-155375,190367230,"Foley, Chris",06/01/2020 11:08:23 PM,EOBCDH_Historic Preservation Commission,Commissioner,Commissioner - Historic Preservation Commission,01/01/2019,12/31/2019,FFMD 2201 LLC,[REDACTED],San Francisco,CA,94114,Business Entity,Real Estate,Other,Membership,,,,1000,"$0 - $1,999",250,$0 - $499,,Real Property,"2201 Market St., San Francisco, CA 94114",[REDACTED],"San Francisco, CA",,,1000000,"Over $1,000,000",Other,,Anticipated ownership
f2d11e0b14c4472cbe2f83708e53a618-1,SFO-155375,190367230,"Foley, Chris",06/01/2020 11:08:23 PM,EOBCDH_Historic Preservation Commission,Commissioner,Commissioner - Historic Preservation Commission,01/01/2019,12/31/2019,1850 Bryant Land LLC,[REDACTED],San Francisco,CA,94110,Business Entity,Real Estate,Other,Membership,,,,1000000,"Over $1,000,000",100000,"Over $100,000",Abbett Electric Corp.,Real Property,"1850 Bryant St., San Francisco, CA 94110",[REDACTED],"San Francisco, CA ",,,100000,"$100,001 - $1,000,000",Property Ownership/Deed of Trust,,
1e165254979f43d3b1ab05a1f6ecb564,SFO-155375,190367230,"Foley, Chris",06/01/2020 11:08:23 PM,EOBCDH_Historic Preservation Commission,Commissioner,Commissioner - Historic Preservation Commission,01/01/2019,12/31/2019,Polaris Group,[REDACTED],San Francisco,CA,94134,Business Entity,Real Estate,Other,Equity,,,,1000000,"Over $1,000,000",250,$0 - $499,,,,,,,,,,,,
1bcdb5c2c63047aeb1ebafbf18c2998e-1,SFO-155375,190367230,"Foley, Chris",06/01/2020 11:08:23 PM,EOBCDH_Historic Preservation Commission,Commissioner,Commissioner - Historic Preservation Commission,01/01/2019,12/31/2019,DFWM Glen Park LLC,[REDACTED],San Francisco,CA,94131,Business Entity,Real Estate,Other,Membership,,,,100000,"$100,001 - $1,000,000",250,$0 - $499,,Investment,Glen Park Group LLC,[REDACTED],Real Estate,,,1000000,"Over $1,000,000",Other,,Membership
9cb52b84881b4318b6392912d5236d71-2,SFO-155375,190367230,"Foley, Chris",06/01/2020 11:08:23 PM,EOBCDH_Historic Preservation Commission,Commissioner,Commissioner - Historic Preservation Commission,01/01/2019,12/31/2019,CJUF III 1998 LLC,[REDACTED],San Francisco,CA,94107,Business Entity,Real Estate,Other,Membership,,,,1000000,"Over $1,000,000",100000,"Over $100,000",Carbon Health|Dignity Health - Go Health Urgent Care|Golden Gate Urgent Care,Real Property,"1600 Market St., San Francisco, CA 94102",[REDACTED],"San Francisco, CA",,,1000000,"Over $1,000,000",Property Ownership/Deed of Trust,,
9cb52b84881b4318b6392912d5236d71-1,SFO-155375,190367230,"Foley, Chris",06/01/2020 11:08:23 PM,EOBCDH_Historic Preservation Commission,Commissioner,Commissioner - Historic Preservation Commission,01/01/2019,12/31/2019,CJUF III 1998 LLC,[REDACTED],San Francisco,CA,94107,Business Entity,Real Estate,Other,Membership,,,,1000000,"Over $1,000,000",100000,"Over $100,000",Carbon Health|Dignity Health - Go Health Urgent Care|Golden Gate Urgent Care,Real Property,"1998 Market St., San Francisco, CA 94102",[REDACTED],"San Francisco, CA",,,1000000,"Over $1,000,000",Property Ownership/Deed of Trust,,
32bf7dd0313243dcb2625743f891dd2b-1,SFO-155375,190367230,"Foley, Chris",06/01/2020 11:08:23 PM,EOBCDH_Historic Preservation Commission,Commissioner,Commissioner - Historic Preservation Commission,01/01/2019,12/31/2019,"1401 Howard, LLC",[REDACTED],San Francisco,CA,94103,Business Entity,Real Estate,Other,Membership,,,,100000,"$100,001 - $1,000,000",100000,"Over $100,000",1401 Howard Master Tenant LLC (St. Joseph's Art Society),Real Property,"1401 Howard St., San Francisco, CA 94103",[REDACTED],"San Francisco, CA",,,1000000,"Over $1,000,000",Property Ownership/Deed of Trust,,
763b5430df3c47acbe85e135372c93f7,SFO-155375,190367230,"Foley, Chris",06/01/2020 11:08:23 PM,EOBCDH_Historic Preservation Commission,Commissioner,Commissioner - Historic Preservation Commission,01/01/2019,12/31/2019,1355 Market Square LLC,[REDACTED],San Francisco,CA,94107,Business Entity,Real Estate / Food Mall,Other,Membership,,,,1000,"$0 - $1,999",100000,"Over $100,000",Twitter Inc.,,,,,,,,,,,
5667958a9e324f2a8f30d7b347228cb7,SFO-155375,190367230,"Foley, Chris",06/01/2020 11:08:23 PM,EOBCDH_Historic Preservation Commission,Commissioner,Commissioner - Historic Preservation Commission,01/01/2019,12/31/2019,Market on Market LLC,[REDACTED],San Francisco,CA,94103,Business Entity,Grocery,Other,Membership,,,,1000000,"Over $1,000,000",250,$0 - $499,,,,,,,,,,,,
e47b537aadec41bd816e196a5ec47df4,SFO-155375,190367230,"Foley, Chris",06/01/2020 11:08:23 PM,EOBCDH_Historic Preservation Commission,Commissioner,Commissioner - Historic Preservation Commission,01/01/2019,12/31/2019,Smarket LLC,[REDACTED],San Francisco,CA,94103,Business Entity,Real Estate / Grocery,Other,Membership,,,,1000,"$0 - $1,999",250,$0 - $499,,,,,,,,,,,,
53c59cce1dc44f90a45f3329ffbc8fca,SFO-155375,190367230,"Foley, Chris",06/01/2020 11:08:23 PM,EOBCDH_Historic Preservation Commission,Commissioner,Commissioner - Historic Preservation Commission,01/01/2019,12/31/2019,Ground Matrix,[REDACTED],San Francisco,CA,94107,Business Entity,Real Estate,Other,Equity,,,,100000,"$100,001 - $1,000,000",100000,"Over $100,000","Decimal Inc.|Jun Hee Lee|Presidium|655-685 4th Street LLC|Swallowtail Retail LLC|Philip Kernfield Trust|LC Development|415 Brannan LLC|655 4th Owner LLC|Marty Gaewhiler|Mark Conroe, Bay St Partners LLC|DPT Carroll Avenue Investment LLC|Tom Beverly Trust|1616-1618 Pacific Ave|HMS Pacific LLC (subsidiary of HMS Otis LLC)",,,,,,,,,,,
34ef822717de4befb460d2e8b9a671e5-1,SFO-155375,190367230,"Foley, Chris",06/01/2020 11:08:23 PM,EOBCDH_Historic Preservation Commission,Commissioner,Commissioner - Historic Preservation Commission,01/01/2019,12/31/2019,Glen Park Group LLC,[REDACTED],San Francisco,CA,94131,Business Entity,Real Estate / Grocery,Other,Membership,,,,100000,"$100,001 - $1,000,000",100000,"Over $100,000",Canyon Market,Real Property,"2815 Diamond St., San Francisco, CA 94131",[REDACTED],"San Francisco, CA",,,1000000,"Over $1,000,000",Property Ownership/Deed of Trust,,
164271230a3b4b95a0de1033f083ae61,SFO-155375,190367230,"Foley, Chris",06/01/2020 11:08:23 PM,EOBCDH_Historic Preservation Commission,Commissioner,Commissioner - Historic Preservation Commission,01/01/2019,12/31/2019,Totomic,[REDACTED],San Francisco,CA,94107,Business Entity,Real Estate,Other,Equity,,,,100000,"$100,001 - $1,000,000",250,$0 - $499,,,,,,,,,,,,
931be214d4fa42d78c6735bf17b332df,SFO-155375,190367230,"Foley, Chris",06/01/2020 11:08:23 PM,EOBCDH_Historic Preservation Commission,Commissioner,Commissioner - Historic Preservation Commission,01/01/2019,12/31/2019,Canyon Market,[REDACTED],San Francisco,CA,94131,Business Entity,Grocery,Other,Membership,,,,100000,"$100,001 - $1,000,000",100000,"Over $100,000",,,,,,,,,,,,
805704e141c347fda00e6c60d34f8452,SFO-155058,190364045,"Birmingham, Kevin",06/01/2020 07:56:54 PM,EOBCDH_Access Appeals Commission,Commissioner,Commissioner - Access Appeals Commission,08/16/2018,12/31/2019,Park North Real Estate,[REDACTED],san francisco,CA,94122,Business Entity,Real Estate Brokerage,Sole Proprietorship,,President,,,100000,"$100,001 - $1,000,000",100000,"Over $100,000",,,,,,,,,,,,
a1ddab721821433fa11d61e57d243bde,SFO-154107,190362349,"Donaldson, Roger",06/01/2020 06:54:33 PM,EOBCDH_Elections Commission,Commissioner,Commissioner - Elections Commission,01/01/2019,12/31/2019,Entrust Group,[REDACTED],Oakland,CA,94607,Trust,,Unset,,,,,,Unset,1000,"$1,001 - $10,000",4479-4485 Howe LLC,,,,,,,,,,,
305294b5a87948c3baf970b830b6dca4,SFO-154107,190362349,"Donaldson, Roger",06/01/2020 06:54:33 PM,EOBCDH_Elections Commission,Commissioner,Commissioner - Elections Commission,01/01/2019,12/31/2019,Sunlit Gardens DST,[REDACTED],Alta Loma,CA,91701,Trust,,Unset,,,,,,Unset,1000,"$1,001 - $10,000",Sunlit Gardens DST,,,,,,,,,,,
44900d54115149669a929ebccd4cec45,SFO-154979,190359999,"Hamasaki, John",06/01/2020 05:58:34 PM,EOBCDH_Police Commission,Commissioner,Commissioner - Police Commission,01/01/2019,12/31/2019,Hamasaki Law,[REDACTED],San Francisco,CA,94109,Business Entity,Law Practice,Sole Proprietorship,,Owner,,,10000,"$10,001 - $100,000",100000,"Over $100,000",Attorney's Fees ME,,,,,,,,,,,
a975098578bf43b7a4eff62c5de340f1-1,SFO-154541,190355713,"Temprano, Tom",06/01/2020 04:54:23 PM,EOBCDH_Community College District,Member of the Board of Trustees,Member of the Board of Trustees - Community College District Legislative Assistant - Board of Supervisors,01/01/2019,12/31/2019,"Triple Digits, Inc.",[REDACTED],San Francisco,CA,94110,Business Entity,Bar,Other,Corporation,Co-owner/principal,,,100000,"$100,001 - $1,000,000",1000,"$1,001 - $10,000",,Real Property,"3152 Mission Street. San Francisco, CA 94110",[REDACTED],San Francisco,,,10000,"$10,001 - $100,000",Leasehold,6,
91a34600956543bd8605ccdc3268d1f4,SFO-155553,190353623,"Maldonado, Daniela",06/01/2020 04:35:16 PM,EOBCDH_Juvenile Probation Commission,Commissioner,Commissioner - Juvenile Probation Commission,04/06/2019,12/31/2019,BHM Co.,[REDACTED],San Francisco,CA,94127,Business Entity,Social Impact Investment Management,Sole Proprietorship,,,,,2000,"$2,000 - $10,000",10000,"$10,001 - $100,000",International Network Investment,,,,,,,,,,,
8a4b6585095444d8a3a0a5f8c4e791dc,SFO-155553,190353623,"Maldonado, Daniela",06/01/2020 04:35:16 PM,EOBCDH_Juvenile Probation Commission,Commissioner,Commissioner - Juvenile Probation Commission,04/06/2019,12/31/2019,Connectivity Capital,[REDACTED],San Francisco,CA,94127,Business Entity,Social Impact Investment Management,Other,Benefit Corp,,,,10000,"$10,001 - $100,000",10000,"$10,001 - $100,000",FCL Tech|International Network Investment|Internet Society Foundation,,,,,,,,,,,
19c254ce4e624481a2b0394dac769db0,SFO-155553,190351693,"Maldonado, Daniela",06/01/2020 04:20:58 PM,EOBCDH_Juvenile Probation Commission,,Commissioner - Juvenile Probation Commission,04/06/2018,04/05/2019,Connectivity Capital,[REDACTED],San Francisco,CA,94127,Business Entity,Social Impact Investment Management,Other,Benefit Corp,,,,10000,"$10,001 - $100,000",10000,"$10,001 - $100,000",International Network Investment,,,,,,,,,,,
88973cc375114019b0af41453332378f,SFO-155553,190351693,"Maldonado, Daniela",06/01/2020 04:20:58 PM,EOBCDH_Juvenile Probation Commission,,Commissioner - Juvenile Probation Commission,04/06/2018,04/05/2019,BHM Co.,[REDACTED],San Francisco,CA,94127,Business Entity,Social Impact Investment Management,Sole Proprietorship,,,,,2000,"$2,000 - $10,000",10000,"$10,001 - $100,000",International Network Investment,,,,,,,,,,,
5b3a015661294d2e82570accc0ceea48,SFO-152888,190350065,"Cotter, Jeanine",06/01/2020 04:02:12 PM,EOBCDH_Workforce Investment Board,Member,Member - Workforce Investment Board,01/01/2019,12/31/2019,Luminalt Energy Corporation,[REDACTED],San Francisco,CA,94110,Business Entity,Solar Contractor,Other,Corporation,President,,,1000000,"Over $1,000,000",100000,"Over $100,000",,,,,,,,,,,,
b19f85d09e824896a91898128029f6d4,SFO-155267,190343655,"Gray, Lateef",06/01/2020 03:00:02 PM,EOBCDH_Ethics Commission,,Commissioner - Ethics Commission,01/01/2020,02/27/2020,Transcendent Sports & Entertainment,[REDACTED],San Francisco,CA,94115,Business Entity,Inactive,Other,LLC,Owner,,,1000,"$0 - $1,999",250,$0 - $499,,,,,,,,,,,,
32302e00edda4612a999428fd8feee0f,SFO-151523,190340844,"Perez, Alfonso",06/01/2020 02:26:19 PM,EOBCDH_Entertainment Commission,Commissioner,Commissioner - Entertainment Commission,01/01/2019,12/31/2019,George P Johnson,[REDACTED],San Carlos,CA,94070,Business Entity,Event Management Company,Other,Employee-Owner,"My husband, Ken Marquis is an employee-owner",,,1000000,"Over $1,000,000",10000,"$10,001 - $100,000",,,,,,,,,,,,
e8618a1102ff4446ba53b7991df643ff,SFO-151523,190340844,"Perez, Alfonso",06/01/2020 02:26:19 PM,EOBCDH_Entertainment Commission,Commissioner,Commissioner - Entertainment Commission,01/01/2019,12/31/2019,Creative i Studio,[REDACTED],San Franciso,CA,94112,Business Entity,Freelance Graphic Design Studio,Sole Proprietorship,,Creative Director,,,10000,"$10,001 - $100,000",10000,"$10,001 - $100,000",,,,,,,,,,,,
80c6bbd6eb2e4fb4b972b554469c37a1,SFO-155267,190339011,"Gray, Lateef",06/01/2020 02:11:23 PM,EOBCDH_Ethics Commission,Commissioner,Commissioner - Ethics Commission,01/01/2019,12/31/2019,Transcendent Sports & Entertainment,[REDACTED],San Francisco,CA,94115,Business Entity,Inactive,Other,LLC,Owner,,,1000,"$0 - $1,999",250,$0 - $499,,,,,,,,,,,,
02cc27462b7a4e7b8b4f04f1f8870d89,SFO-153644,190337485,"Jung, Charles",06/01/2020 01:55:03 PM,EOBCDH_Elections Commission,Commissioner,Member - Elections Commission Commissioner - Elections Commission,01/01/2019,12/31/2019,The Bay City Capital Fund II Co-Investment Fund L.P.,[REDACTED],San Francisco,CA,94111,Business Entity,Investment,Partnership,,None,,,1000,"$0 - $1,999",500,"$500 - $1,000",,,,,,,,,,,,
aca92fe8044a45bc95e6a7a693ea7446,SFO-153644,190337485,"Jung, Charles",06/01/2020 01:55:03 PM,EOBCDH_Elections Commission,Commissioner,Member - Elections Commission Commissioner - Elections Commission,01/01/2019,12/31/2019,The Bay City Capital Fund III Co-Investment Fund L.P.,[REDACTED],San Francisco,CA,94111,Business Entity,Investment,Partnership,,None,,,2000,"$2,000 - $10,000",500,"$500 - $1,000",,,,,,,,,,,,
0ba77614831340ce9a8a3ea526c2b102,SFO-1855,190331780,"Borden, Gwyneth",06/01/2020 12:44:08 PM,EOBCDH_Municipal Transportation Agency,Member,Vice Chair - Municipal Transportation Agency Member - Municipal Transportation Agency,01/01/2019,12/31/2019,"Ground Floor Experiences, LLC",[REDACTED],San Francisco,CA,94110,Business Entity,Consultancy focused on hospitality and thought leadership,Sole Proprietorship,,Founder,06/01/2019,,10000,"$10,001 - $100,000",10000,"$10,001 - $100,000",Berber|RokketMed,,,,,,,,,,,
5510c0cd24b64effac81a52e2c043cdf,SFO-154316,190316207,"Chiu, Daina",06/01/2020 10:02:23 AM,EOBCDH_Ethics Commission,Commissioner,Commissioner - Ethics Commission,01/01/2019,12/31/2019,DCC Legal,[REDACTED],San Francisco,CA,94102,Business Entity,Legal Services,Sole Proprietorship,,,07/01/2019,,10000,"$10,001 - $100,000",10000,"$10,001 - $100,000",Serent Capital Partners,,,,,,,,,,,
847a803e0c4644699523fb2056ed7585-1,SFO-1140,190299465,"Herrera, Dennis",05/31/2020 09:50:39 PM,EOBCDH_City Attorney Office of the,City Attorney,City Attorney - City Attorney Office of the,01/01/2019,12/31/2019,Herrera Family Trust,[REDACTED],San Francisco,CA,94107,Trust,,Unset,,,,,,Unset,10000,"$10,001 - $100,000","Terrapin 1250 Bayshore Investors, LLC|Terrapin ABQ Airport Owner, LLC|Terrapin Glenwood Springs, LLC",Investment,"Terrapin ABQ Airport Owner, LLC",[REDACTED],Hospitality,,,1000000,"Over $1,000,000",Other,,LLC
847a803e0c4644699523fb2056ed7585-2,SFO-1140,190299465,"Herrera, Dennis",05/31/2020 09:50:39 PM,EOBCDH_City Attorney Office of the,City Attorney,City Attorney - City Attorney Office of the,01/01/2019,12/31/2019,Herrera Family Trust,[REDACTED],San Francisco,CA,94107,Trust,,Unset,,,,,,Unset,10000,"$10,001 - $100,000","Terrapin 1250 Bayshore Investors, LLC|Terrapin ABQ Airport Owner, LLC|Terrapin Glenwood Springs, LLC",Investment,"Terrapin 1250 Bayshore Investors, LLC",[REDACTED],Hospitality,,,10000,"$10,001 - $100,000",Other,,LLC
847a803e0c4644699523fb2056ed7585-3,SFO-1140,190299465,"Herrera, Dennis",05/31/2020 09:50:39 PM,EOBCDH_City Attorney Office of the,City Attorney,City Attorney - City Attorney Office of the,01/01/2019,12/31/2019,Herrera Family Trust,[REDACTED],San Francisco,CA,94107,Trust,,Unset,,,,,,Unset,10000,"$10,001 - $100,000","Terrapin 1250 Bayshore Investors, LLC|Terrapin ABQ Airport Owner, LLC|Terrapin Glenwood Springs, LLC",Investment,"Terrapin Glenwood Springs, LLC",[REDACTED],Hospitality,,,1000000,"Over $1,000,000",Other,,LLC
e56dd7f9adce4ec5aec387e2fe9fbbd9,SFO-1140,190299465,"Herrera, Dennis",05/31/2020 09:50:39 PM,EOBCDH_City Attorney Office of the,City Attorney,City Attorney - City Attorney Office of the,01/01/2019,12/31/2019,Anne Herrera Real Estate,[REDACTED],San Francisco,CA,94111,Business Entity,Real Estate Brokerage,Sole Proprietorship,,,,,100000,"$100,001 - $1,000,000",100000,"Over $100,000",Stephanie Wai and Andrew Turco|James Sigel and Laura Moran|The Koburov Family|Karen and Allan Saghi|Stephanie and Mark Sherwood|Jeffrey Clark and Elaine Smith|Sam and Paige Pederson|Tom Hua|Juchi Liu|Pulte Homes|Jennifer Dolson|Bankruptcy Estate of Vincent Ridley|Alireza Harandi|Rabaut Christiansen Family Trust|655 3rd Street LLC|Andrew and Sarah Warner,,,,,,,,,,,
1754b266f6cb4d95b361e25c38b8445b-1,SFO-1140,190299465,"Herrera, Dennis",05/31/2020 09:50:39 PM,EOBCDH_City Attorney Office of the,City Attorney,City Attorney - City Attorney Office of the,01/01/2019,12/31/2019,"HFP Investments, LLC",[REDACTED],San Francisco,CA,94107,Business Entity,Real Estate Investments,Other,LLC,Member,,,100000,"$100,001 - $1,000,000",10000,"$10,001 - $100,000",,Real Property,Property located outside of jurisdiction,[REDACTED],Property located outside of jurisdiction,,,100000,"$100,001 - $1,000,000",Property Ownership/Deed of Trust,,
844ceadeb7894172835291c23a6ee86a,SFO-153729,190299303,"Dunning, Zoe",05/31/2020 09:39:32 PM,EOBCDH_Library Commission Public,Commissioner,Commissioner - Library Commission Public Board Member - Veterans Board,01/01/2019,12/31/2019,Maria Z Dunning,[REDACTED],Oakland,CA,94606,Business Entity,Business Consulting Services,Sole Proprietorship,,Owner / Sole Proprietor,,,10000,"$10,001 - $100,000",10000,"$10,001 - $100,000",Exponential Talent,,,,,,,,,,,
f7cc9f5d93b24f0eb938c417a5e48524-1,SFO-152809,190297369,"Christian, Susan",05/31/2020 05:56:50 PM,EOBCDH_Human Rights Commission,Commissioner,Commissioner - Human Rights Commission Assistant District Attorney - District Attorneys Office,01/01/2019,12/31/2019,Susan Christian and Susan Salisbury Trust,[REDACTED],San Francisco,CA,94111,Trust,,Unset,,,,,,Unset,250,$0 - $499,,Real Property,"APN LOT 013, BLOCK 2608",[REDACTED],SAN FRANCISCO,,,1000000,"Over $1,000,000",Property Ownership/Deed of Trust,,
f205ae1690744b1fa559c744f6c15107,SFO-154157,190293365,"Brookter, Dion-Jay",05/31/2020 12:05:18 PM,"EOBCDH_Citizens General Obligation Bond Oversight Committee, EOBCDH_Police Commission","Member, Commissioner",Commissioner - Police Commission,01/01/2019,12/31/2019,Young Community Developers,[REDACTED],San Francisco,CA,94124-2621,Business Entity,Non Governmental,Other,401 k,Executive Director,,,10000,"$10,001 - $100,000",100000,"Over $100,000",,,,,,,,,,,,
fa1210f573e74ea69de2a624e1b3c7df,SFO-155253,190284958,"McHugh, Siobhan",05/30/2020 11:13:39 AM,EOBCDH_Citizens General Obligation Bond Oversight Committee,Member,Member - Citizens General Obligation Bond Oversight Committee,05/07/2019,12/31/2019,SF Underground Inc,[REDACTED],San Francisco,CA,94127,Business Entity,utility construction - contractor,Other,spouse's business,,,,100000,"$100,001 - $1,000,000",100000,"Over $100,000",,,,,,,,,,,,
28368a3e94634faa86d3f669f1a68123,SFO-155322,190281154,"Roberts-Phung, Julie",05/29/2020 06:56:49 PM,EOBCDH_Children Youth and Their Families Oversight and Advisory Committee,Member,Member - Children Youth and Their Families Oversight and Advisory Committee,07/30/2019,12/31/2019,Empower Together Consulting,[REDACTED],San Francisco,CA,94117,Business Entity,Sole proprietorship - consulting,Sole Proprietorship,,President,,,10000,"$10,001 - $100,000",10000,"$10,001 - $100,000",United Educators of San Francisco,,,,,,,,,,,
66847348c1814ac6950eb142589bd977,SFO-154863,190279857,"Johnson, Milicent",05/29/2020 05:28:59 PM,EOBCDH_Planning Commission,Commissioner,Commissioner - Planning Commission,01/01/2019,12/31/2019,Self-employed ,[REDACTED],San Francisco ,CA,94118,Business Entity,Self-employed ,Sole Proprietorship,,,,,1000,"$0 - $1,999",10000,"$10,001 - $100,000",Fetzer Institute |Hopewell Fund,,,,,,,,,,,
b7b001bbff17419eb5d5d736c971945c,SFO-155089,190278597,"Tanner, Rachel",05/29/2020 04:47:38 PM,EOBCDH_Board of Appeals,Board Member,Board Member - Board of Appeals,01/01/2019,12/31/2019,Officially Hitched,[REDACTED],San Francisco,CA,94142,Business Entity,A sole proprietorship that provides wedding officiating services,Sole Proprietorship,,Owner and Operator,,,2000,"$2,000 - $10,000",10000,"$10,001 - $100,000",,,,,,,,,,,,
